age,race,sex,hours-per-week,native-country
20,White,Male,60,United-States
20,Black,Male,45,United-States
34,Black,Female,40,United-States
33,White,Male,40,United-States
40,White,Male,60,United-States
33,White,Male,60,United-States
30,White,Male,42,United-States
41,White,Female,30,United-States
20,White,Female,12,United-States
40,White,Male,50,United-States
44,White,Male,40,United-States
50,Asian-Pac-Islander,Female,35,Philippines
38,White,Female,30,United-States
30,White,Male,25,United-States
45,White,Male,40,United-States
25,White,Female,40,United-States
22,White,Male,40,United-States
25,White,Male,40,United-States
63,White,Male,40,United-States
55,White,Male,40,United-States
26,White,Female,30,United-States
22,White,Male,40,United-States
41,White,Male,40,United-States
21,White,Male,40,United-States
39,White,Male,40,United-States
82,White,Female,8,United-States
18,White,Male,15,United-States
60,White,Male,40,United-States
22,White,Male,20,United-States
39,Black,Female,40,United-States
34,White,Male,40,United-States
50,Black,Female,30,?
53,White,Female,40,United-States
27,Black,Male,60,United-States
37,Black,Male,50,United-States
25,White,Male,50,Mexico
33,White,Male,60,Peru
34,White,Male,55,United-States
35,White,Female,65,United-States
51,White,Male,45,United-States
33,White,Male,40,United-States
57,White,Male,60,United-States
25,White,Male,40,United-States
56,White,Male,40,United-States
34,White,Male,85,England
36,White,Male,40,United-States
46,White,Male,40,United-States
55,White,Male,45,United-States
88,White,Male,40,United-States
60,White,Male,35,Columbia
40,White,Female,20,United-States
21,White,Female,55,United-States
46,Black,Female,36,United-States
56,White,Male,50,United-States
36,White,Male,60,United-States
67,White,Male,40,United-States
35,White,Male,60,United-States
20,White,Female,40,United-States
34,White,Male,40,United-States
23,Asian-Pac-Islander,Male,40,Philippines
19,White,Male,30,United-States
19,White,Female,15,United-States
25,White,Male,40,United-States
53,White,Male,40,United-States
18,Black,Female,40,Cambodia
31,White,Male,91,United-States
33,White,Male,40,Mexico
33,Black,Male,40,United-States
45,White,Male,36,United-States
35,Black,Female,40,United-States
20,White,Male,40,United-States
36,White,Male,40,United-States
36,White,Male,85,United-States
51,White,Male,30,United-States
45,White,Male,40,United-States
45,Black,Male,36,United-States
24,White,Male,40,Mexico
28,White,Female,36,United-States
63,White,Male,22,United-States
35,Black,Male,60,United-States
25,White,Female,40,United-States
36,White,Female,55,United-States
44,White,Male,30,United-States
49,White,Female,28,United-States
52,White,Male,40,United-States
27,Black,Male,40,United-States
35,Black,Male,40,United-States
51,White,Male,50,United-States
49,White,Male,40,United-States
35,Asian-Pac-Islander,Male,40,Philippines
28,White,Female,40,United-States
37,White,Male,50,United-States
65,White,Female,40,United-States
24,White,Female,40,United-States
30,White,Female,40,United-States
38,White,Male,65,United-States
58,White,Male,55,United-States
57,Black,Male,40,United-States
40,White,Female,45,United-States
42,Black,Female,40,United-States
31,White,Male,40,United-States
17,White,Male,20,United-States
42,White,Female,40,United-States
25,White,Female,40,United-States
40,White,Male,40,United-States
65,White,Male,80,United-States
29,White,Female,45,United-States
31,White,Male,40,United-States
71,White,Male,20,United-States
34,White,Female,40,United-States
25,White,Male,40,United-States
40,White,Male,30,United-States
67,White,Female,25,United-States
40,White,Male,40,United-States
18,Black,Female,18,United-States
38,White,Male,50,United-States
38,White,Male,40,Guatemala
42,Black,Male,40,Haiti
36,White,Female,32,United-States
23,White,Male,40,United-States
56,Black,Male,40,United-States
36,White,Male,52,United-States
22,White,Male,40,United-States
39,White,Female,40,United-States
36,Asian-Pac-Islander,Female,40,Philippines
44,White,Male,56,United-States
38,Black,Female,52,United-States
19,White,Male,40,United-States
37,White,Male,55,United-States
57,White,Female,16,United-States
54,White,Male,40,United-States
18,White,Male,30,United-States
22,White,Male,72,United-States
63,White,Male,40,United-States
38,White,Female,20,Poland
26,White,Male,25,United-States
40,White,Female,20,United-States
20,White,Male,40,United-States
39,White,Male,40,United-States
28,White,Male,42,United-States
30,Asian-Pac-Islander,Female,5,United-States
42,White,Female,40,United-States
42,White,Male,50,United-States
21,White,Female,40,United-States
40,White,Male,40,United-States
36,White,Female,40,United-States
67,White,Male,35,United-States
65,White,Female,40,United-States
50,White,Female,50,United-States
18,White,Male,27,United-States
31,Black,Female,38,United-States
36,White,Male,50,United-States
20,White,Female,40,United-States
34,White,Male,40,United-States
24,White,Male,39,United-States
38,White,Female,40,United-States
17,White,Female,20,United-States
52,White,Female,30,United-States
34,White,Female,40,United-States
30,Black,Male,40,United-States
49,White,Male,48,United-States
45,White,Female,15,United-States
46,Asian-Pac-Islander,Male,35,Philippines
34,White,Male,50,United-States
21,White,Female,30,Portugal
17,White,Female,30,United-States
23,Black,Male,40,United-States
32,White,Male,40,United-States
22,White,Male,40,United-States
48,White,Male,35,United-States
27,White,Male,50,United-States
43,White,Male,40,United-States
44,Asian-Pac-Islander,Female,50,Philippines
55,White,Male,60,United-States
31,Black,Male,40,United-States
34,White,Male,48,United-States
34,White,Male,40,United-States
37,White,Male,40,United-States
21,White,Male,10,United-States
35,Black,Male,40,United-States
28,White,Female,30,United-States
62,White,Female,40,United-States
40,White,Male,40,United-States
34,White,Female,39,United-States
32,White,Female,40,United-States
70,White,Female,34,United-States
23,White,Male,50,United-States
30,White,Male,48,United-States
57,Asian-Pac-Islander,Male,40,United-States
34,White,Male,35,United-States
24,White,Male,40,Mexico
41,White,Male,35,United-States
38,White,Male,40,Mexico
48,White,Female,40,United-States
43,Black,Male,40,United-States
18,White,Female,40,United-States
35,White,Male,40,United-States
42,White,Male,48,United-States
30,White,Female,35,United-States
42,White,Male,45,United-States
48,Black,Male,40,United-States
70,White,Female,28,United-States
37,White,Male,35,United-States
51,White,Female,40,United-States
35,White,Male,40,Mexico
59,White,Male,43,United-States
57,White,Male,50,United-States
26,White,Male,20,United-States
26,Other,Male,35,Mexico
19,White,Male,35,United-States
34,White,Female,40,United-States
56,White,Female,55,United-States
25,Asian-Pac-Islander,Female,40,United-States
46,White,Male,80,United-States
22,White,Male,20,United-States
32,White,Female,40,?
72,White,Male,40,United-States
36,White,Male,40,United-States
28,White,Female,45,United-States
76,White,Male,25,United-States
37,White,Male,40,United-States
42,White,Male,50,United-States
44,White,Male,44,United-States
33,White,Female,21,United-States
53,White,Male,40,United-States
28,White,Male,50,United-States
69,White,Male,20,United-States
20,White,Male,27,United-States
33,White,Male,50,United-States
47,Black,Male,60,United-States
50,White,Male,35,United-States
22,White,Male,45,United-States
20,White,Male,40,United-States
42,White,Male,50,United-States
23,Asian-Pac-Islander,Male,40,Vietnam
24,Black,Male,50,Germany
32,White,Female,45,United-States
41,Black,Male,50,United-States
35,White,Male,40,United-States
40,White,Male,50,United-States
25,Black,Male,40,United-States
34,Asian-Pac-Islander,Male,20,China
23,Asian-Pac-Islander,Male,40,South
30,White,Male,40,United-States
55,White,Female,45,United-States
26,White,Female,40,United-States
42,White,Male,60,Dominican-Republic
39,White,Male,60,United-States
52,Amer-Indian-Eskimo,Male,40,United-States
42,White,Male,60,Canada
25,White,Male,48,United-States
27,White,Male,35,United-States
30,White,Male,40,United-States
23,White,Male,40,United-States
47,White,Male,40,United-States
58,White,Male,25,United-States
18,White,Female,20,United-States
52,White,Female,35,United-States
24,White,Female,48,United-States
58,White,Male,55,United-States
35,White,Male,40,United-States
31,White,Male,40,United-States
46,White,Male,60,United-States
43,White,Male,40,United-States
21,White,Female,35,United-States
52,White,Male,60,United-States
24,White,Female,35,United-States
22,White,Female,48,United-States
39,Asian-Pac-Islander,Male,25,Mexico
34,Black,Male,40,United-States
58,White,Male,40,United-States
26,White,Male,25,United-States
29,Amer-Indian-Eskimo,Male,40,United-States
67,White,Male,40,United-States
28,Black,Female,35,Haiti
62,White,Male,40,United-States
54,White,Male,40,United-States
36,White,Male,65,United-States
18,White,Male,18,United-States
25,White,Male,40,United-States
48,Black,Female,40,United-States
56,White,Male,70,?
30,White,Female,24,United-States
41,White,Female,40,United-States
59,White,Male,60,United-States
36,White,Male,40,United-States
30,White,Female,54,United-States
27,White,Male,40,United-States
19,White,Female,30,United-States
30,Asian-Pac-Islander,Male,15,China
47,Black,Female,25,United-States
39,White,Male,40,United-States
31,Asian-Pac-Islander,Male,40,United-States
44,White,Female,40,United-States
37,White,Female,40,United-States
28,White,Male,63,United-States
38,White,Male,40,United-States
26,White,Female,40,United-States
44,White,Male,40,United-States
40,White,Male,50,United-States
53,Amer-Indian-Eskimo,Female,28,United-States
31,White,Male,50,United-States
18,White,Female,40,United-States
43,White,Male,45,United-States
30,White,Male,35,United-States
19,White,Female,40,United-States
36,White,Male,40,United-States
19,White,Male,40,United-States
25,White,Female,60,United-States
36,White,Male,60,United-States
22,White,Female,50,United-States
42,White,Male,40,United-States
33,White,Female,40,United-States
38,White,Male,40,United-States
21,White,Female,40,United-States
33,White,Male,40,United-States
52,Black,Male,40,United-States
30,White,Male,30,United-States
18,White,Male,10,United-States
24,Asian-Pac-Islander,Male,24,?
17,White,Male,40,Mexico
48,White,Female,40,United-States
66,White,Male,32,United-States
46,White,Female,40,United-States
55,White,Male,60,United-States
28,White,Female,40,United-States
33,White,Female,40,United-States
44,White,Male,24,United-States
43,White,Female,40,United-States
42,White,Female,40,United-States
39,Black,Female,40,United-States
23,White,Male,50,United-States
20,White,Female,20,United-States
29,White,Male,35,United-States
54,White,Male,65,United-States
34,White,Female,40,United-States
30,White,Male,40,United-States
59,White,Male,60,United-States
40,White,Female,40,United-States
37,White,Male,40,United-States
45,White,Male,40,United-States
55,White,Male,40,United-States
49,White,Male,44,United-States
67,White,Male,2,United-States
49,White,Male,25,United-States
30,White,Male,40,United-States
56,Black,Female,40,United-States
29,White,Female,40,United-States
33,White,Male,40,United-States
25,White,Male,42,United-States
